movie_id,Crime,Drama,Comedy,Action,Thriller,Adventure,Science Fiction,Animation,Family,Romance,Mystery,Music,Horror,Fantasy,Documentary,War,Western,History,Foreign,TV Movie,imdb_id,popularity,release_date,vote_average,vote_count,revenue,budget,Cast 1,Cast 2,Production,Month,Year,Error
304357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt2404425,11.61,2015-04-10,7.3,454.0,61619773,11000000,2.0,1.0,1,4,2015,1
306819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0810819,11.245661,2015-11-27,7.4,1689.0,64191523,15000000,1.0,1.0,1,11,2015,1
306819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0810819,11.245661,2015-11-27,7.4,1689.0,64191523,15000000,1.0,1.0,1,11,2015,1
306819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0810819,11.245661,2015-11-27,7.4,1689.0,64191523,15000000,1.0,1.0,1,11,2015,1
306819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0810819,11.245661,2015-11-27,7.4,1689.0,64191523,15000000,1.0,1.0,1,11,2015,1
307081,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1798684,12.370125999999999,2015-06-15,7.3,2112.0,91970827,30000000,1.0,1.0,1,6,2015,1
307663,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt3480796,19.236570999999998,2015-01-16,4.1,245.0,1568954,10000000,1.0,1.0,1,1,2015,1
307663,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt3480796,19.236570999999998,2015-01-16,4.1,245.0,1568954,10000000,1.0,1.0,1,1,2015,1
307663,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt3480796,19.236570999999998,2015-01-16,4.1,245.0,1568954,10000000,1.0,1.0,1,1,2015,1
307663,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt3480796,19.236570999999998,2015-01-16,4.1,245.0,1568954,10000000,1.0,1.0,1,1,2015,1
